ADI_NATRANK,ADI_STATERNK
66.97777777777777,4.355555555555555
51.53448275862069,2.6551724137931036
90.9,7.95
83.41176470588235,6.647058823529412
72.32558139534883,4.906976744186046
93.0,8.88888888888889
83.63157894736842,6.684210526315789
78.37623762376238,5.9405940594059405
86.46666666666667,7.166666666666667
75.84,5.2
80.03125,5.875
93.0,8.666666666666666
84.76,6.96
83.0909090909091,6.2727272727272725
79.0,5.7
72.97222222222223,5.194444444444445
77.77551020408163,5.673469387755102
91.58333333333333,8.25
86.3,7.2
85.4054054054054,7.054054054054054
90.07692307692308,8.23076923076923
73.5909090909091,4.893939393939394
80.4047619047619,6.071428571428571
92.1219512195122,8.463414634146341
82.80357142857143,6.553571428571429
59.48,3.28
88.12903225806451,7.645161290322581
81.85555555555555,6.7
87.47368421052632,7.421052631578948
85.48148148148148,7.148148148148148
83.16666666666667,6.375
95.18181818181819,9.181818181818182
91.73333333333333,8.666666666666666
81.25,6.375
76.65753424657534,5.958904109589041
84.68181818181819,6.795454545454546
67.20987654320987,5.204585537918871
85.33333333333333,7.066666666666666
70.01428571428572,4.728571428571429
80.2258064516129,6.225806451612903
63.886178861788615,4.308943089430894
61.11764705882353,3.5686274509803924
92.81818181818181,8.909090909090908
92.5,8.7
58.88284518828452,3.98326359832636
87.12,7.92
89.0,7.931034482758621
71.60810810810811,4.864864864864865
74.72085889570552,5.766871165644171
87.42857142857143,7.523809523809524
76.95360824742268,6.309278350515464
72.74712643678161,5.137931034482759
96.44444444444444,9.444444444444445
85.61111111111111,7.166666666666667
80.0,6.071428571428571
78.94736842105263,6.052631578947368
80.84444444444445,6.6
61.78333333333333,3.6333333333333333
45.64393939393939,2.340909090909091
96.42857142857143,9.5
81.12068965517241,6.482758620689655
81.83333333333333,6.583333333333333
61.85034013605442,3.945578231292517
83.23333333333333,6.883333333333334
88.83333333333333,8.0
93.46153846153847,8.76923076923077
86.76,7.6
63.0,9.0
43.333333333333336,4.0
34.46192893401015,4.426395939086294
68.3,7.6
44.0,7.0
44.57142857142857,7.0
45.0,7.0
43.0,7.0
64.5,7.5
43.903225806451616,6.370967741935484
40.0,6.0
49.0,8.0
27.0,2.7142857142857144
44.4,6.571428571428571
33.45454545454545,4.181818181818182
33.6,4.2
79.0,10.0
41.60344827586207,6.120689655172414
46.6,6.0
65.8,9.2
66.77777777777777,8.222222222222221
45.0,8.0
56.5,8.625
24.8,2.2
23.0,2.0
55.2,8.8
49.0,8.0
60.0,9.0
92.57142857142857,10.0
91.85714285714286,9.482142857142858
72.33009708737865,8.077669902912621
44.03809523809524,4.466666666666667
68.68888888888888,7.466666666666667
69.62962962962963,8.11111111111111
76.75,8.875
86.88461538461539,9.346153846153847
42.05334307636098,4.560833028863719
66.39506172839506,7.3580246913580245
76.83908045977012,8.459770114942529
57.48583569405099,6.354107648725212
61.672645739910315,6.8475336322869955
71.02777777777777,8.055555555555555
44.83625730994152,4.900584795321637
74.47798742138365,8.320754716981131
81.78571428571429,5.857142857142857
92.0,8.05
76.56666666666666,4.666666666666667
52.81578947368421,2.164473684210526
78.125,5.041666666666667
89.16666666666667,7.25
90.6,7.6
72.25,4.0
94.18181818181819,8.727272727272727
82.70588235294117,5.823529411764706
93.07692307692308,8.23076923076923
77.9047619047619,4.904761904761905
87.5,7.0
87.61111111111111,7.277777777777778
83.0625,5.75
73.55263157894737,4.776315789473684
79.0909090909091,5.363636363636363
83.90697674418605,6.8604651162790695
86.0625,7.0625
93.25,8.25
94.33333333333333,8.833333333333334
83.5,6.444444444444445
66.04166666666667,3.513888888888889
88.66666666666667,7.083333333333333
92.5,8.25
74.3012048192771,4.903614457831325
74.36363636363636,4.454545454545454
79.48387096774194,5.612903225806452
87.45,7.15
84.64,6.52
85.66666666666667,6.666666666666667
83.1,6.4
89.33333333333333,7.666666666666667
93.75,8.625
89.60655737704919,7.819672131147541
84.0625,6.0
96.88888888888889,9.555555555555555
91.875,8.0625
94.22222222222223,8.777777777777779
87.55555555555556,7.111111111111111
89.57142857142857,7.571428571428571
85.76470588235294,6.470588235294118
72.04878048780488,4.365853658536586
82.15384615384616,5.769230769230769
78.47058823529412,5.0
81.08108108108108,6.243243243243243
85.97674418604652,6.953488372093023
93.75,8.5
82.55555555555556,6.0
94.875,9.0
78.5,5.0
92.56,8.52
81.77777777777777,5.888888888888889
92.25,8.5
89.44444444444444,7.666666666666667
91.78260869565217,8.130434782608695
85.375,6.875
77.45,5.5
92.3,8.3
67.73309608540926,4.580071174377224
88.88235294117646,7.470588235294118
95.95454545454545,9.318181818181818
60.371428571428574,2.8285714285714287
88.77777777777777,7.444444444444445
89.1,7.6
77.0873786407767,5.553398058252427
87.18181818181819,6.818181818181818
94.88888888888889,9.11111111111111
78.41666666666667,5.25
84.78571428571429,6.833333333333333
86.23529411764706,7.117647058823529
59.675862068965515,2.9310344827586206
78.2156862745098,5.529411764705882
93.0,9.0
84.11764705882354,6.294117647058823
7.740974729241877,3.226534296028881
24.0,7.0
31.0,8.344827586206897
41.683673469387756,8.795918367346939
32.72222222222222,8.36111111111111
42.15,9.25
12.657223796033994,4.453257790368272
48.411764705882355,9.058823529411764
19.423841059602648,6.178807947019868
50.08253968253968,9.047619047619047
46.333333333333336,9.407407407407407
34.189189189189186,8.468468468468469
60.37837837837838,9.603603603603604
50.0,8.875
55.38013698630137,9.301369863013699
51.51219512195122,9.5
49.3448275862069,9.10344827586207
54.40909090909091,9.590909090909092
13.724753694581281,4.821736453201971
43.81443298969072,9.082474226804123
4.067039106145251,1.9217877094972067
39.6875,9.0625
27.423529411764704,7.658823529411765
43.65217391304348,9.055900621118013
69.6,9.8
28.0,7.533333333333333
16.703125,5.45703125
8.885714285714286,3.7904761904761903
20.810126582278482,6.468354430379747
10.039823008849558,3.9577187807276304
15.512096774193548,5.516129032258065
41.68181818181818,9.045454545454545
31.17514534883721,7.589389534883721
29.143422354104846,7.500494559841741
11.386363636363637,4.659090909090909
35.93492063492064,8.057142857142857
14.617283950617283,5.03358024691358
2.591867469879518,1.5210843373493976
33.23030303030303,7.888888888888889
11.832369942196532,4.728323699421965
3.0100806451612905,1.8487903225806452
14.513245033112582,4.887417218543046
4.742018981880932,2.364106988783434
8.306122448979592,3.6122448979591835
44.6412213740458,9.17557251908397
50.0,10.0
56.111111111111114,9.666666666666666
21.921768707482993,6.782312925170068
11.31578947368421,4.453634085213032
36.42307692307692,8.538461538461538
37.79710144927536,8.710144927536232
52.0,9.590909090909092
43.666666666666664,9.333333333333334
54.52317880794702,9.52980132450331
33.78846153846154,8.615384615384615
13.229299363057326,4.898089171974522
19.350746268656717,6.119402985074627
46.0,9.211538461538462
35.13725490196079,6.248366013071895
71.15384615384616,9.846153846153847
26.47926267281106,5.092165898617512
31.0,6.214285714285714
90.5,10.0
92.0,10.0
14.641255605381167,2.883408071748879
17.020408163265305,3.3469387755102042
27.933333333333334,5.6
65.0,10.0
27.75,5.375
81.33333333333333,10.0
82.0,10.0
91.66666666666667,10.0
43.714285714285715,8.0
47.76,8.52
22.027322404371585,4.287795992714026
62.0,10.0
12.97969543147208,2.446700507614213
13.194444444444445,2.638888888888889
17.88235294117647,3.588235294117647
37.95584988962472,6.867549668874172
56.14705882352941,8.970588235294118
24.923076923076923,4.6923076923076925
22.6,4.4
26.0,5.230769230769231
29.1875,5.6875
37.0,7.0
66.5,9.0
20.907801418439718,4.1891252955082745
91.0,10.0
74.5,10.0
40.5,8.25
21.61764705882353,4.470588235294118
25.130252100840337,5.084033613445378
66.4375,9.5
69.0,10.0
67.05882352941177,9.647058823529411
47.75,8.13
33.0,7.0
60.733333333333334,9.466666666666667
52.69565217391305,8.608695652173912
47.9375,8.25
49.48,8.44
82.85,10.0
18.0,3.8
26.307692307692307,5.461538461538462
57.666666666666664,9.333333333333334
12.071428571428571,2.5714285714285716
80.28571428571429,10.0
67.57333333333334,9.346666666666666
53.714285714285715,9.428571428571429
66.8,9.2
15.125,3.0
74.5,10.0
17.714285714285715,3.7142857142857144
83.0,10.0
11.290322580645162,2.161290322580645
41.10526315789474,7.947368421052632
66.4,10.0
35.58549222797927,6.642487046632124
57.333333333333336,9.0
24.180576631259484,3.4461305007587253
45.52781954887218,6.378947368421053
39.18888888888889,5.566666666666666
33.707317073170735,4.780487804878049
45.26086956521739,6.339774557165861
42.95794392523364,6.140186915887851
38.46078431372549,5.637254901960785
49.47872340425532,7.25531914893617
50.2680412371134,6.639175257731959
43.95792079207921,5.46039603960396
39.41530054644809,4.918032786885246
14.87593984962406,5.484962406015038
62.55921052631579,6.7631578947368425
65.08333333333333,6.916666666666667
59.61206896551724,6.594827586206897
80.47058823529412,8.823529411764707
54.11590296495957,5.7601078167115904
42.40071877807727,4.4177897574123985
89.7,9.5
56.35294117647059,6.092436974789916
70.86,7.85
54.207207207207205,5.900900900900901
29.750943396226415,3.090566037735849
77.83333333333333,8.523809523809524
89.44,9.56
90.63636363636364,9.818181818181818
60.0,6.4423076923076925
67.7,7.410526315789474
47.644067796610166,5.084745762711864
53.9,5.6
87.23529411764706,9.352941176470589
78.0,8.5
92.2,10.0
64.08333333333333,6.833333333333333
91.58333333333333,10.0
83.89473684210526,9.105263157894736
84.91666666666667,9.208333333333334
67.92857142857143,7.589285714285714
81.2375,8.8375
50.73748609566184,5.4171301446051165
