fips,Value_education,Value_poverty,Value_unemployment
00000,25.004166666666666,16.025000000000002,5.873913043478261
01000,24.991666666666664,21.425,5.821739130434783
01001,21.714285714285715,10.399999999999999,4.611538461538462
01003,21.928571428535715,10.86153846153846,4.8307692307692305
01005,22.285714285714285,23.053846153846152,9.8
01007,21.57142857107143,18.446153846153848,8.814814814814815
01009,21.571428571785713,10.600000000000001,4.480769230769231
01011,22.285714285714285,28.846153846153847,9.95185185185185
01013,22.28571428535714,22.86923076923077,10.074074074074074
01015,21.77857142857143,16.715384615384615,8.925925925925926
01017,22.21071428535714,21.00769230769231,9.774074074074074
01019,22.357142857142858,18.130769230769232,8.255555555555556
01021,21.57499999964286,13.807692307692308,4.796153846153846
01023,22.778571428571432,23.253846153846155,10.351851851851851
01025,22.714285714285715,20.53846153846154,12.381481481481481
01027,22.785714286,19.746153846153845,9.655555555555555
01029,22.289285713964286,15.27692307692308,8.585185185185185
01031,22.14642857107143,15.569230769230769,5.092307692307693
01033,21.789285714285715,14.86923076923077,9.714814814814815
01035,22.782142856821427,23.692307692307693,10.525925925925925
01037,22.353571428464285,19.607692307692307,9.774074074074074
01039,22.428571428214287,19.36923076923077,8.81111111111111
01041,22.42857142892857,19.23076923076923,8.27037037037037
01043,22.007142857500003,12.169230769230769,4.911538461538462
01045,22.071428571428573,15.138461538461538,8.54814814814815
01047,22.071428571785713,28.753846153846155,11.38888888888889
01049,22.289285714285715,18.623076923076923,8.703703703703704
01051,21.717857142857145,11.207692307692307,4.576923076923077
01053,22.282142857142855,21.207692307692305,9.207407407407407
01055,21.77857142857143,16.092307692307692,8.803703703703704
01057,22.289285714285715,18.23076923076923,9.333333333333334
01059,22.282142857142855,17.584615384615383,9.27037037037037
01061,21.789285715000002,18.63076923076923,7.9111111111111105
01063,22.110714285714288,32.40769230769231,10.68888888888889
01065,21.785714285,20.753846153846155,10.022222222222224
01067,21.7821428575,15.423076923076923,5.688461538461539
01069,21.785714285714285,17.661538461538463,8.074074074074074
01071,22.217857142857145,18.26153846153846,9.077777777777778
01073,21.57499999967857,15.169230769230769,5.026923076923077
01075,22.639285713750002,17.546153846153846,9.492592592592594
01077,21.7821428575,14.707692307692307,9.070370370370371
01079,21.78928571392857,14.315384615384614,6.053846153846154
01081,21.792857142928572,13.069230769230769,4.619230769230769
01083,21.717857143214285,8.23076923076923,4.707692307692308
01085,21.72142857178571,27.03846153846154,11.781481481481482
01087,22.246428571785714,27.77692307692308,9.437037037037037
01089,21.72142857135714,9.107692307692307,4.411538461538462
01091,22.717857142857145,24.138461538461538,9.6
01093,22.499999999892857,17.584615384615383,9.722222222222221
01095,22.071428571428573,15.253846153846155,8.351851851851851
01097,21.71428571464286,15.846153846153847,9.21111111111111
01099,22.71785714257143,23.16923076923077,11.255555555555555
01101,21.71428571464286,20.646153846153844,8.696296296296296
01103,21.78571428607143,11.292307692307693,5.184615384615385
01105,22.360714285714288,32.6,11.725925925925926
01107,22.107142857214285,19.99230769230769,9.544444444444444
01109,22.210714285714285,20.823076923076922,8.0
01111,22.135714285357146,20.04615384615385,9.144444444444444
01113,21.714285714285715,20.23076923076923,8.71111111111111
01115,21.567857142857143,10.807692307692308,4.65
01117,21.571428571392858,6.1461538461538465,3.5076923076923077
01119,22.421428571785714,32.26923076923077,9.666666666666666
01121,22.000000000357144,17.984615384615385,9.481481481481481
01123,22.27857142857143,18.6,9.366666666666667
01125,21.782142856785715,12.561538461538463,4.819230769230769
01127,21.575,17.246153846153845,8.874074074074073
01129,22.49999999935714,21.06923076923077,11.37037037037037
01131,22.646428571428572,33.07692307692308,14.562962962962963
01133,22.139285714642856,18.015384615384615,10.22962962962963
02000,25.004166666958337,12.775,6.773913043478261
02013,25.71904761857143,19.878947368421052,35.01395348837209
02016,21.900000000650003,16.778947368421054,5.296153846153846
02020,21.717857143,7.907692307692307,5.050000000000001
02050,25.103448275862068,20.907692307692308,14.248148148148148
02060,32.74000000031428,25.52857142857143,23.881632653061224
02063,24.9999999995,21.936363636363634,31.683333333333334
02066,24.99999999975,30.525000000000002,23.75
02068,21.00000000017647,14.37,34.002631578947366
02070,22.924999999642857,22.315384615384616,14.292857142857143
02090,21.78928571432143,6.815384615384615,8.877777777777778
02100,26.23225806454839,26.57894736842105,21.848387096774193
02105,21.9000000009,29.964285714285715,17.988888888888887
02110,22.35714285725,7.653846153846154,4.911538461538462
02122,22.714285714214288,11.63076923076923,11.107407407407406
02130,22.500000000357144,10.823076923076922,9.985185185185186
02150,22.607142857107142,8.376923076923077,6.7153846153846155
02158,23.580645161225807,29.076923076923077,19.34444444444444
02164,24.285714285238093,29.95625,39.99183673469388
