,fips_code,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue,Hospitals,Local_Hospital
1174,22125,0.0,0.0,0.0,0.0,0.0,no
1175,22127,40.0,572.0,2211.0,42406.0,1.0,yes
1176,23001,580.0,12171.0,60040.0,1738083.0,2.0,yes
1177,23003,239.0,3738.0,21470.0,675418.0,3.0,yes
1178,23005,830.0,34352.0,228340.0,4589337.0,4.0,yes
1179,23007,41.0,1556.0,8453.0,248186.0,1.0,yes
1180,23009,45.0,1815.0,8749.0,275388.0,1.0,yes
1181,23011,231.0,10671.0,66969.0,1505755.0,3.0,yes
1182,23013,165.0,2492.0,18729.0,408330.0,1.0,yes
1183,23015,0.0,0.0,0.0,0.0,0.0,no
1184,23017,0.0,0.0,0.0,0.0,0.0,no
1185,23019,476.0,19379.0,130022.0,4117824.0,2.0,yes
1186,23021,0.0,0.0,0.0,0.0,0.0,no
1187,23023,0.0,0.0,0.0,0.0,0.0,no
1188,23025,0.0,0.0,0.0,0.0,0.0,no
1189,23027,0.0,0.0,0.0,0.0,0.0,no
1190,23029,0.0,0.0,0.0,0.0,0.0,no
1191,23031,234.0,8871.0,47947.0,1375532.0,2.0,yes
1192,24001,204.0,10034.0,49806.0,449930.0,1.0,yes
1193,24003,664.0,46429.0,202992.0,1276526.0,2.0,yes
1194,24005,1102.0,55741.0,283632.0,2106323.0,4.0,yes
1195,24009,70.0,5257.0,21221.0,176384.0,1.0,yes
1196,24011,0.0,0.0,0.0,0.0,0.0,no
1197,24013,153.0,8814.0,46390.0,258868.0,1.0,yes
1198,24015,124.0,6583.0,31037.0,184120.0,1.0,yes
1199,24017,93.0,5475.0,27635.0,178402.0,1.0,yes
1200,24019,0.0,0.0,0.0,0.0,0.0,no
1201,24021,284.0,14633.0,77391.0,496723.0,1.0,yes
1202,24023,36.0,1079.0,6019.0,88407.0,1.0,yes
1203,24025,243.0,16290.0,77381.0,490853.0,2.0,yes
1204,24027,225.0,13925.0,68367.0,345012.0,1.0,yes
1205,24029,12.0,276.0,1164.0,57114.0,1.0,yes
1206,24031,1371.0,77191.0,413144.0,2272116.0,8.0,yes
1207,24033,681.0,31204.0,186709.0,1156260.0,6.0,yes
1208,24035,0.0,0.0,0.0,0.0,0.0,no
1209,24037,93.0,6951.0,29084.0,238458.0,1.0,yes
1210,24039,0.0,0.0,0.0,0.0,0.0,no
1211,24041,128.0,6126.0,30445.0,365302.0,1.0,yes
1212,24043,254.0,14260.0,73541.0,454038.0,1.0,yes
1213,24045,225.0,12686.0,72566.0,554944.0,1.0,yes
1214,24047,62.0,2584.0,12097.0,204630.0,1.0,yes
1215,24510,4374.0,296177.0,1087366.0,9443455.0,14.0,yes
1216,25001,340.0,20709.0,92747.0,2019766.0,2.0,yes
1217,25003,272.0,10448.0,53230.0,1182363.0,1.0,yes
1218,25005,1116.0,49699.0,258350.0,4158989.0,5.0,yes
1219,25007,0.0,0.0,0.0,0.0,0.0,no
1220,25009,1528.0,65008.0,306887.0,4375114.0,8.0,yes
1221,25011,89.0,4276.0,19534.0,295729.0,1.0,yes
1222,25013,1319.0,59172.0,328032.0,5074135.0,5.0,yes
1223,25015,140.0,6363.0,26455.0,662310.0,1.0,yes
1224,25017,2535.0,117137.0,569432.0,11007651.0,17.0,yes
1225,25019,14.0,517.0,3385.0,120249.0,1.0,yes
1226,25021,534.0,38967.0,172685.0,1971276.0,3.0,yes
1227,25023,431.0,23954.0,112833.0,1436451.0,4.0,yes
1228,25025,4149.0,185077.0,1268075.0,38799932.0,13.0,yes
1229,25027,1676.0,79491.0,458116.0,10798586.0,9.0,yes
1230,26001,0.0,0.0,0.0,0.0,0.0,no
1231,26003,0.0,0.0,0.0,0.0,0.0,no
1232,26005,0.0,0.0,0.0,0.0,0.0,no
1233,26007,139.0,5765.0,16244.0,575108.0,1.0,yes
1234,26009,0.0,0.0,0.0,0.0,0.0,no
1235,26011,0.0,0.0,0.0,0.0,0.0,no
1236,26013,0.0,0.0,0.0,0.0,0.0,no
1237,26015,0.0,0.0,0.0,0.0,0.0,no
1238,26017,332.0,10716.0,59923.0,1127763.0,1.0,yes
1239,26019,0.0,0.0,0.0,0.0,0.0,no
1240,26021,340.0,12542.0,55520.0,1451800.0,3.0,yes
1241,26023,75.0,2495.0,12689.0,235157.0,1.0,yes
1242,26025,247.0,10488.0,47645.0,1304352.0,3.0,yes
1243,26027,0.0,0.0,0.0,0.0,0.0,no
1244,26029,0.0,0.0,0.0,0.0,0.0,no
1245,26031,0.0,0.0,0.0,0.0,0.0,no
1246,26033,105.0,2125.0,9904.0,289917.0,1.0,yes
1247,26035,49.0,963.0,2911.0,168910.0,1.0,yes
1248,26037,0.0,0.0,0.0,0.0,0.0,no
1249,26039,81.0,1874.0,7059.0,260528.0,1.0,yes
1250,26041,0.0,0.0,0.0,0.0,0.0,no
1251,26043,49.0,1857.0,8131.0,335839.0,2.0,yes
1252,26045,0.0,0.0,0.0,0.0,0.0,no
1253,26047,192.0,7864.0,32300.0,692815.0,1.0,yes
1254,26049,1124.0,44556.0,249096.0,4387704.0,3.0,yes
1255,26051,0.0,0.0,0.0,0.0,0.0,no
1256,26053,0.0,0.0,0.0,0.0,0.0,no
1257,26055,442.0,19656.0,99143.0,2133612.0,1.0,yes
1258,26057,97.0,4963.0,13769.0,440985.0,1.0,yes
1259,26059,90.0,1499.0,4421.0,162637.0,1.0,yes
1260,26061,96.0,969.0,3285.0,207505.0,1.0,yes
1261,26063,0.0,0.0,0.0,0.0,0.0,no
1262,26065,831.0,32947.0,207075.0,5035458.0,2.0,yes
1263,26067,0.0,0.0,0.0,0.0,0.0,no
1264,26069,47.0,1365.0,4568.0,114776.0,1.0,yes
1265,26071,0.0,0.0,0.0,0.0,0.0,no
1266,26073,49.0,1833.0,7227.0,378362.0,1.0,yes
1267,26075,372.0,15208.0,76305.0,2227550.0,1.0,yes
1268,26077,768.0,34998.0,171115.0,4294526.0,2.0,yes
1269,26079,0.0,0.0,0.0,0.0,0.0,no
1270,26081,1924.0,85825.0,435941.0,8898776.0,3.0,yes
1271,26083,0.0,0.0,0.0,0.0,0.0,no
1272,26085,0.0,0.0,0.0,0.0,0.0,no
1273,26087,129.0,4653.0,20065.0,464893.0,1.0,yes
1274,26089,0.0,0.0,0.0,0.0,0.0,no
1275,26091,0.0,0.0,0.0,0.0,1.0,yes
1276,26093,141.0,4624.0,24399.0,710828.0,2.0,yes
1277,26095,0.0,0.0,0.0,0.0,0.0,no
1278,26097,0.0,0.0,0.0,0.0,0.0,no
1279,26099,1250.0,51818.0,278724.0,4673851.0,4.0,yes
1280,26101,45.0,909.0,3488.0,179529.0,1.0,yes
1281,26103,222.0,7814.0,43345.0,1252207.0,1.0,yes
1282,26105,45.0,1935.0,8039.0,275092.0,1.0,yes
1283,26107,49.0,2174.0,7766.0,236378.0,1.0,yes
1284,26109,0.0,0.0,0.0,0.0,0.0,no
1285,26111,206.0,12668.0,63887.0,1302096.0,1.0,yes
1286,26113,0.0,0.0,0.0,0.0,0.0,no
1287,26115,147.0,6414.0,28925.0,477867.0,1.0,yes
1288,26117,133.0,3128.0,11869.0,449641.0,2.0,yes
1289,26119,0.0,0.0,0.0,0.0,0.0,no
1290,26121,348.0,16019.0,78899.0,1723487.0,1.0,yes
1291,26123,0.0,0.0,0.0,0.0,0.0,no
1292,26125,4006.0,176237.0,900034.0,19447558.0,14.0,yes
1293,26127,0.0,0.0,0.0,0.0,0.0,no
1294,26129,88.0,1596.0,6502.0,147530.0,1.0,yes
1295,26131,0.0,0.0,0.0,0.0,0.0,no
1296,26133,0.0,0.0,0.0,0.0,0.0,no
1297,26135,0.0,0.0,0.0,0.0,0.0,no
1298,26137,78.0,1557.0,6153.0,248383.0,1.0,yes
1299,26139,280.0,10968.0,44241.0,1167595.0,3.0,yes
1300,26141,0.0,0.0,0.0,0.0,0.0,no
1301,26143,0.0,0.0,0.0,0.0,0.0,no
1302,26145,1098.0,30127.0,175557.0,3525111.0,5.0,yes
1303,26147,407.0,13817.0,55964.0,1162270.0,3.0,yes
1304,26149,109.0,1526.0,4996.0,227423.0,2.0,yes
1305,26151,0.0,0.0,0.0,0.0,0.0,no
1306,26153,0.0,0.0,0.0,0.0,0.0,no
1307,26155,145.0,4374.0,18093.0,888266.0,1.0,yes
1308,26157,0.0,0.0,0.0,0.0,0.0,no
1309,26159,8.0,423.0,1556.0,86991.0,1.0,yes
1310,26161,1685.0,78748.0,472723.0,15431242.0,5.0,yes
1311,26163,4309.0,185085.0,1039704.0,24282244.0,15.0,yes
1312,26165,49.0,2500.0,10517.0,363418.0,1.0,yes
1313,27001,0.0,0.0,0.0,0.0,0.0,no
1314,27003,640.0,37295.0,161794.0,2893183.0,2.0,yes
1315,27005,130.0,1735.0,6754.0,333821.0,1.0,yes
1316,27007,207.0,5795.0,22063.0,789057.0,2.0,yes
1317,27009,0.0,0.0,0.0,0.0,0.0,no
1318,27011,0.0,0.0,0.0,0.0,0.0,no
1319,27013,161.0,8127.0,40173.0,1071631.0,1.0,yes
1320,27015,0.0,0.0,0.0,0.0,0.0,no
1321,27017,0.0,0.0,0.0,0.0,0.0,no
1322,27019,109.0,5958.0,23344.0,684853.0,1.0,yes
1323,27021,0.0,0.0,0.0,0.0,0.0,no
1324,27023,0.0,0.0,0.0,0.0,0.0,no
1325,27025,55.0,2664.0,10190.0,314823.0,1.0,yes
1326,27027,0.0,0.0,0.0,0.0,0.0,no
1327,27029,0.0,0.0,0.0,0.0,0.0,no
1328,27031,0.0,0.0,0.0,0.0,0.0,no
1329,27033,0.0,0.0,0.0,0.0,0.0,no
1330,27035,127.0,3843.0,20199.0,656116.0,1.0,yes
1331,27037,214.0,11841.0,51596.0,1079511.0,2.0,yes
1332,27039,0.0,0.0,0.0,0.0,0.0,no
1333,27041,99.0,2806.0,9650.0,433963.0,1.0,yes
1334,27043,0.0,0.0,0.0,0.0,0.0,no
1335,27045,0.0,0.0,0.0,0.0,0.0,no
1336,27047,82.0,3670.0,16007.0,622505.0,1.0,yes
1337,27049,50.0,1391.0,4211.0,310203.0,1.0,yes
1338,27051,0.0,0.0,0.0,0.0,0.0,no
1339,27053,3204.0,135594.0,730158.0,17767472.0,10.0,yes
1340,27055,0.0,0.0,0.0,0.0,0.0,no
1341,27057,0.0,0.0,0.0,0.0,0.0,no
1342,27059,66.0,2600.0,9936.0,229695.0,1.0,yes
1343,27061,36.0,1748.0,6516.0,316753.0,1.0,yes
1344,27063,0.0,0.0,0.0,0.0,0.0,no
1345,27065,0.0,0.0,0.0,0.0,0.0,no
1346,27067,159.0,2557.0,10415.0,281429.0,1.0,yes
1347,27069,0.0,0.0,0.0,0.0,0.0,no
1348,27071,0.0,0.0,0.0,0.0,0.0,no
1349,27073,0.0,0.0,0.0,0.0,0.0,no
1350,27075,0.0,0.0,0.0,0.0,0.0,no
1351,27077,0.0,0.0,0.0,0.0,0.0,no
1352,27079,0.0,0.0,0.0,0.0,0.0,no
1353,27081,0.0,0.0,0.0,0.0,0.0,no
1354,27083,0.0,0.0,0.0,0.0,0.0,no
1355,27085,37.0,1531.0,6918.0,193169.0,1.0,yes
1356,27087,0.0,0.0,0.0,0.0,0.0,no
1357,27089,0.0,0.0,0.0,0.0,0.0,no
1358,27091,55.0,1049.0,3631.0,174728.0,1.0,yes
1359,27093,0.0,0.0,0.0,0.0,0.0,no
1360,27095,0.0,0.0,0.0,0.0,0.0,no
1361,27097,0.0,0.0,0.0,0.0,0.0,no
1362,27099,82.0,2728.0,9374.0,18785.0,1.0,yes
1363,27101,0.0,0.0,0.0,0.0,0.0,no
1364,27103,0.0,0.0,0.0,0.0,0.0,no
1365,27105,48.0,1049.0,3563.0,131437.0,1.0,yes
1366,27107,0.0,0.0,0.0,0.0,0.0,no
1367,27109,1613.0,73335.0,380482.0,8356256.0,3.0,yes
1368,27111,94.0,1518.0,5475.0,339249.0,1.0,yes
1369,27113,0.0,0.0,0.0,0.0,0.0,no
1370,27115,0.0,0.0,0.0,0.0,0.0,no
1371,27117,0.0,0.0,0.0,0.0,0.0,no
1372,27119,0.0,0.0,0.0,0.0,0.0,no
1373,27121,0.0,0.0,0.0,0.0,0.0,no
1374,27123,1027.0,60480.0,299035.0,6099354.0,3.0,yes
1375,27125,0.0,0.0,0.0,0.0,0.0,no
1376,27127,0.0,0.0,0.0,0.0,0.0,no
1377,27129,0.0,0.0,0.0,0.0,0.0,no
1378,27131,109.0,2633.0,8386.0,407395.0,2.0,yes
1379,27133,0.0,0.0,0.0,0.0,0.0,no
1380,27135,0.0,0.0,0.0,0.0,0.0,no
1381,27137,938.0,30673.0,186062.0,4159415.0,5.0,yes
1382,27139,89.0,4632.0,18088.0,435094.0,1.0,yes
1383,27141,34.0,1345.0,5336.0,248172.0,1.0,yes
1384,27143,0.0,0.0,0.0,0.0,0.0,no
1385,27145,479.0,21087.0,108769.0,2337194.0,2.0,yes
1386,27147,39.0,1720.0,5890.0,154633.0,1.0,yes
1387,27149,0.0,0.0,0.0,0.0,0.0,no
1388,27151,0.0,0.0,0.0,0.0,0.0,no
1389,27153,0.0,0.0,0.0,0.0,0.0,no
1390,27155,0.0,0.0,0.0,0.0,0.0,no
1391,27157,0.0,0.0,0.0,0.0,0.0,no
1392,27159,0.0,0.0,0.0,0.0,0.0,no
1393,27161,0.0,0.0,0.0,0.0,0.0,no
1394,27163,154.0,10334.0,38155.0,954521.0,2.0,yes
1395,27165,0.0,0.0,0.0,0.0,0.0,no
1396,27167,0.0,0.0,0.0,0.0,0.0,no
1397,27169,41.0,1409.0,4709.0,196932.0,1.0,yes
1398,27171,39.0,1966.0,6888.0,230917.0,1.0,yes
1399,27173,0.0,0.0,0.0,0.0,0.0,no
1400,28001,179.0,2659.0,12636.0,572034.0,1.0,yes
1401,28003,177.0,5957.0,26837.0,743710.0,1.0,yes
1402,28005,0.0,0.0,0.0,0.0,0.0,no
1403,28007,0.0,0.0,0.0,0.0,0.0,no
1404,28009,0.0,0.0,0.0,0.0,0.0,no
1405,28011,164.0,1950.0,8616.0,329645.0,1.0,yes
1406,28013,0.0,0.0,0.0,0.0,0.0,no
1407,28015,0.0,0.0,0.0,0.0,0.0,no
1408,28017,108.0,15.0,41.0,24244.0,1.0,yes
1409,28019,0.0,0.0,0.0,0.0,0.0,no
1410,28021,0.0,0.0,0.0,0.0,0.0,no
1411,28023,0.0,0.0,0.0,0.0,0.0,no
1412,28025,49.0,1032.0,3957.0,189270.0,1.0,yes
1413,28027,181.0,1607.0,8638.0,245168.0,1.0,yes
1414,28029,0.0,0.0,0.0,0.0,0.0,no
1415,28031,0.0,0.0,0.0,0.0,0.0,no
1416,28033,398.0,19093.0,98531.0,2000623.0,2.0,yes
1417,28035,639.0,27918.0,149139.0,3071050.0,2.0,yes
1418,28037,0.0,0.0,0.0,0.0,0.0,no
1419,28039,39.0,809.0,3355.0,82043.0,1.0,yes
1420,28041,0.0,0.0,0.0,0.0,0.0,no
1421,28043,49.0,1611.0,8424.0,168276.0,1.0,yes
1422,28045,49.0,939.0,4071.0,120694.0,1.0,yes
1423,28047,922.0,22392.0,104566.0,6981222.0,5.0,yes
1424,28049,2093.0,98388.0,484888.0,9457474.0,8.0,yes
1425,28051,0.0,0.0,0.0,0.0,0.0,no
1426,28053,0.0,0.0,0.0,0.0,0.0,no
1427,28055,0.0,0.0,0.0,0.0,0.0,no
1428,28057,0.0,0.0,0.0,0.0,0.0,no
1429,28059,398.0,13509.0,67848.0,2656183.0,2.0,yes
1430,28061,20.0,11.0,42.0,19954.0,1.0,yes
1431,28063,30.0,70.0,831.0,14629.0,1.0,yes
1432,28065,0.0,0.0,0.0,0.0,0.0,no
1433,28067,268.0,5440.0,37158.0,404768.0,1.0,yes
1434,28069,0.0,0.0,0.0,0.0,0.0,no
1435,28071,208.0,12257.0,49370.0,1053862.0,1.0,yes
1436,28073,0.0,0.0,0.0,0.0,0.0,no
1437,28075,684.0,14647.0,65664.0,1329227.0,4.0,yes
1438,28077,0.0,0.0,0.0,0.0,0.0,no
1439,28079,0.0,0.0,0.0,0.0,0.0,no
1440,28081,624.0,19228.0,108448.0,2991561.0,2.0,yes
1441,28083,193.0,3178.0,15933.0,308520.0,1.0,yes
1442,28085,22.0,2145.0,6820.0,280278.0,1.0,yes
1443,28087,211.0,7172.0,30238.0,952708.0,1.0,yes
1444,28089,67.0,839.0,4474.0,302362.0,1.0,yes
1445,28091,49.0,503.0,2687.0,47707.0,1.0,yes
1446,28093,0.0,0.0,0.0,0.0,1.0,yes
1447,28095,94.0,1939.0,9640.0,225226.0,1.0,yes
1448,28097,0.0,0.0,0.0,0.0,0.0,no
1449,28099,213.0,893.0,3523.0,90361.0,2.0,yes
1450,28101,0.0,0.0,0.0,0.0,0.0,no
1451,28103,0.0,0.0,0.0,0.0,0.0,no
1452,28105,88.0,1347.0,8639.0,199141.0,1.0,yes
1453,28107,67.0,1581.0,6148.0,128694.0,1.0,yes
1454,28109,49.0,1312.0,5967.0,157073.0,1.0,yes
1455,28111,0.0,0.0,0.0,0.0,0.0,no
1456,28113,128.0,3647.0,16281.0,422801.0,2.0,yes
1457,28115,0.0,0.0,0.0,0.0,0.0,no
1458,28117,42.0,641.0,2968.0,88181.0,1.0,yes
1459,28119,0.0,0.0,0.0,0.0,0.0,no
1460,28121,306.0,6933.0,29965.0,2025539.0,4.0,yes
1461,28123,0.0,0.0,0.0,0.0,0.0,no
1462,28125,0.0,0.0,0.0,0.0,0.0,no
1463,28127,44.0,553.0,2296.0,62872.0,1.0,yes
1464,28129,29.0,2.0,84.0,2196.0,1.0,yes
1465,28131,0.0,0.0,0.0,0.0,0.0,no
1466,28133,46.0,664.0,2548.0,47056.0,1.0,yes
1467,28135,0.0,0.0,0.0,0.0,0.0,no
1468,28137,0.0,0.0,0.0,0.0,1.0,yes
1469,28139,0.0,0.0,0.0,0.0,0.0,no
1470,28141,48.0,684.0,2416.0,66046.0,1.0,yes
1471,28143,0.0,0.0,0.0,0.0,0.0,no
1472,28145,90.0,3203.0,11389.0,370513.0,1.0,yes
1473,28147,0.0,0.0,0.0,0.0,0.0,no
1474,28149,193.0,4880.0,30208.0,1010745.0,1.0,yes
1475,28151,274.0,7709.0,37442.0,499123.0,2.0,yes
1476,28153,49.0,1087.0,5510.0,65379.0,1.0,yes
1477,28155,38.0,668.0,2368.0,68581.0,1.0,yes
1478,28157,0.0,0.0,0.0,0.0,0.0,no
1479,28159,120.0,332.0,1352.0,43274.0,1.0,yes
1480,28161,26.0,258.0,786.0,41521.0,1.0,yes
1481,28163,0.0,0.0,0.0,0.0,0.0,no
1482,29001,45.0,1721.0,6367.0,334896.0,1.0,yes
1483,29003,0.0,0.0,0.0,0.0,0.0,no
1484,29005,0.0,0.0,0.0,0.0,0.0,no
1485,29007,0.0,0.0,0.0,0.0,0.0,no
1486,29009,0.0,0.0,0.0,0.0,0.0,no
1487,29011,0.0,0.0,0.0,0.0,0.0,no
1488,29013,40.0,464.0,1679.0,121422.0,1.0,yes
1489,29015,0.0,0.0,0.0,0.0,0.0,no
1490,29017,0.0,0.0,0.0,0.0,0.0,no
1491,29019,991.0,44415.0,231243.0,9128864.0,4.0,yes
1492,29021,352.0,15172.0,72964.0,1535542.0,1.0,yes
1493,29023,297.0,10160.0,46306.0,1957994.0,2.0,yes
1494,29025,0.0,0.0,0.0,0.0,0.0,no
1495,29027,0.0,0.0,0.0,0.0,0.0,no
1496,29029,121.0,5100.0,21110.0,719914.0,1.0,yes
1497,29031,551.0,15211.0,84175.0,3481149.0,2.0,yes
1498,29033,0.0,0.0,0.0,0.0,0.0,no
1499,29035,0.0,0.0,0.0,0.0,0.0,no
1500,29037,71.0,3799.0,11925.0,745969.0,1.0,yes
1501,29039,0.0,0.0,0.0,0.0,0.0,no
1502,29041,0.0,0.0,0.0,0.0,0.0,no
1503,29043,0.0,0.0,0.0,0.0,0.0,no
1504,29045,0.0,0.0,0.0,0.0,0.0,no
1505,29047,768.0,29736.0,146537.0,4200264.0,3.0,yes
1506,29049,59.0,1122.0,4671.0,195333.0,1.0,yes
1507,29051,281.0,11560.0,43341.0,1142482.0,3.0,yes
1508,29053,0.0,0.0,0.0,0.0,0.0,no
1509,29055,0.0,0.0,0.0,0.0,0.0,no
1510,29057,0.0,0.0,0.0,0.0,0.0,no
1511,29059,0.0,0.0,0.0,0.0,0.0,no
1512,29061,0.0,0.0,0.0,0.0,0.0,no
1513,29063,0.0,0.0,0.0,0.0,0.0,no
1514,29065,0.0,0.0,0.0,0.0,0.0,no
1515,29067,0.0,0.0,0.0,0.0,0.0,no
1516,29069,0.0,0.0,0.0,0.0,0.0,no
1517,29071,140.0,6359.0,25251.0,839143.0,1.0,yes
1518,29073,0.0,0.0,0.0,0.0,0.0,no
1519,29075,0.0,0.0,0.0,0.0,0.0,no
1520,29077,1539.0,60359.0,349480.0,8388167.0,4.0,yes
1521,29079,0.0,0.0,0.0,0.0,0.0,no
1522,29081,0.0,0.0,0.0,0.0,0.0,no
1523,29083,42.0,2064.0,7903.0,395321.0,1.0,yes
1524,29085,0.0,0.0,0.0,0.0,0.0,no
1525,29087,0.0,0.0,0.0,0.0,0.0,no
1526,29089,0.0,0.0,0.0,0.0,0.0,no
1527,29091,111.0,5003.0,20889.0,538412.0,1.0,yes
1528,29093,0.0,0.0,0.0,0.0,0.0,no
1529,29095,2407.0,92759.0,505326.0,15960353.0,10.0,yes
1530,29097,0.0,0.0,0.0,0.0,0.0,no
1531,29099,259.0,11056.0,47105.0,470336.0,1.0,yes
1532,29101,59.0,2360.0,9613.0,303428.0,1.0,yes
1533,29103,0.0,0.0,0.0,0.0,0.0,no
1534,29105,43.0,1566.0,5409.0,314776.0,1.0,yes
1535,29107,0.0,0.0,0.0,0.0,0.0,no
1536,29109,0.0,0.0,0.0,0.0,0.0,no
1537,29111,0.0,0.0,0.0,0.0,0.0,no
1538,29113,0.0,0.0,0.0,0.0,0.0,no
1539,29115,0.0,0.0,0.0,0.0,0.0,no
1540,29117,0.0,0.0,0.0,0.0,0.0,no
1541,29119,0.0,0.0,0.0,0.0,0.0,no
1542,29121,0.0,0.0,0.0,0.0,0.0,no
1543,29123,0.0,0.0,0.0,0.0,0.0,no
1544,29125,0.0,0.0,0.0,0.0,0.0,no
1545,29127,99.0,4355.0,19783.0,559449.0,1.0,yes
1546,29129,0.0,0.0,0.0,0.0,0.0,no
1547,29131,0.0,0.0,0.0,0.0,0.0,no
1548,29133,0.0,0.0,0.0,0.0,0.0,no
1549,29135,0.0,0.0,0.0,0.0,0.0,no
1550,29137,0.0,0.0,0.0,0.0,0.0,no
1551,29139,0.0,0.0,0.0,0.0,0.0,no
1552,29141,0.0,0.0,0.0,0.0,0.0,no
1553,29143,0.0,0.0,0.0,0.0,0.0,no
1554,29145,602.0,28483.0,137341.0,3737593.0,2.0,yes
1555,29147,51.0,1076.0,2729.0,158832.0,1.0,yes
1556,29149,0.0,0.0,0.0,0.0,0.0,no
1557,29151,0.0,0.0,0.0,0.0,0.0,no
1558,29153,0.0,0.0,0.0,0.0,0.0,no
1559,29155,160.0,407.0,1813.0,61907.0,1.0,yes
1560,29157,0.0,0.0,0.0,0.0,0.0,no
1561,29159,108.0,3232.0,15652.0,422254.0,1.0,yes
1562,29161,242.0,6628.0,28335.0,1173884.0,1.0,yes
1563,29163,0.0,0.0,0.0,0.0,0.0,no
1564,29165,0.0,0.0,0.0,0.0,1.0,yes
1565,29167,72.0,2593.0,9849.0,527449.0,1.0,yes
1566,29169,0.0,0.0,0.0,0.0,1.0,yes
1567,29171,0.0,0.0,0.0,0.0,0.0,no
1568,29173,0.0,0.0,0.0,0.0,0.0,no
1569,29175,67.0,1007.0,4251.0,278998.0,1.0,yes
1570,29177,0.0,0.0,0.0,0.0,0.0,no
1571,29179,0.0,0.0,0.0,0.0,0.0,no
1572,29181,0.0,0.0,0.0,0.0,0.0,no
1573,29183,868.0,32258.0,141736.0,1733335.0,6.0,yes
1574,29185,0.0,0.0,0.0,0.0,0.0,no
1575,29186,0.0,0.0,0.0,0.0,0.0,no
1576,29187,108.0,4332.0,15894.0,437758.0,1.0,yes
1577,29189,4303.0,173572.0,876127.0,17846942.0,12.0,yes
1578,29195,52.0,1446.0,5558.0,147688.0,1.0,yes
1579,29197,0.0,0.0,0.0,0.0,0.0,no
1580,29199,0.0,0.0,0.0,0.0,0.0,no
1581,29201,132.0,3484.0,16680.0,454849.0,1.0,yes
1582,29203,0.0,0.0,0.0,0.0,0.0,no
1583,29205,0.0,0.0,0.0,0.0,0.0,no
1584,29207,48.0,1394.0,4610.0,92180.0,1.0,yes
1585,29209,0.0,0.0,0.0,0.0,0.0,no
1586,29211,0.0,0.0,0.0,0.0,0.0,no
1587,29213,157.0,5487.0,26199.0,901514.0,1.0,yes
1588,29215,47.0,1190.0,4146.0,86913.0,1.0,yes
1589,29217,71.0,873.0,3104.0,121108.0,1.0,yes
1590,29219,0.0,0.0,0.0,0.0,0.0,no
1591,29221,0.0,0.0,0.0,0.0,0.0,no
1592,29223,0.0,0.0,0.0,0.0,0.0,no
1593,29225,0.0,0.0,0.0,0.0,0.0,no
1594,29227,0.0,0.0,0.0,0.0,0.0,no
1595,29229,0.0,0.0,0.0,0.0,0.0,no
1596,29510,1801.0,67595.0,455178.0,10675894.0,5.0,yes
1597,30001,0.0,0.0,0.0,0.0,0.0,no
1598,30003,0.0,0.0,0.0,0.0,0.0,no
1599,30005,0.0,0.0,0.0,0.0,0.0,no
1600,30007,0.0,0.0,0.0,0.0,0.0,no
1601,30009,0.0,0.0,0.0,0.0,0.0,no
1602,30011,0.0,0.0,0.0,0.0,0.0,no
1603,30013,498.0,12219.0,63673.0,1676835.0,3.0,yes
1604,30015,0.0,0.0,0.0,0.0,0.0,no
1605,30017,0.0,0.0,0.0,0.0,0.0,no
1606,30019,0.0,0.0,0.0,0.0,0.0,no
1607,30021,0.0,0.0,0.0,0.0,0.0,no
1608,30023,0.0,0.0,0.0,0.0,0.0,no
1609,30025,0.0,0.0,0.0,0.0,0.0,no
1610,30027,0.0,0.0,0.0,0.0,0.0,no
1611,30029,331.0,8120.0,47658.0,1061221.0,2.0,yes
1612,30031,124.0,6667.0,30317.0,737340.0,1.0,yes
1613,30033,0.0,0.0,0.0,0.0,0.0,no
1614,30035,26.0,363.0,1545.0,0.0,1.0,yes
1615,30037,0.0,0.0,0.0,0.0,0.0,no
1616,30039,0.0,0.0,0.0,0.0,0.0,no
1617,30041,184.0,1002.0,3751.0,151614.0,1.0,yes
1618,30043,0.0,0.0,0.0,0.0,0.0,no
1619,30045,0.0,0.0,0.0,0.0,1.0,yes
1620,30047,0.0,0.0,0.0,0.0,0.0,no
1621,30049,125.0,5950.0,26437.0,545383.0,1.0,yes
1622,30051,0.0,0.0,0.0,0.0,0.0,no
1623,30053,0.0,0.0,0.0,0.0,0.0,no
1624,30055,0.0,0.0,0.0,0.0,0.0,no
1625,30057,0.0,0.0,0.0,0.0,0.0,no
1626,30059,0.0,0.0,0.0,0.0,0.0,no
1627,30061,0.0,0.0,0.0,0.0,0.0,no
1628,30063,360.0,14706.0,74931.0,1396043.0,2.0,yes
1629,30065,0.0,0.0,0.0,0.0,0.0,no
1630,30067,0.0,0.0,0.0,0.0,0.0,no
1631,30069,0.0,0.0,0.0,0.0,0.0,no
1632,30071,0.0,0.0,0.0,0.0,0.0,no
1633,30073,0.0,0.0,0.0,0.0,0.0,no
1634,30075,0.0,0.0,0.0,0.0,0.0,no
1635,30077,0.0,0.0,0.0,0.0,0.0,no
1636,30079,0.0,0.0,0.0,0.0,0.0,no
1637,30081,0.0,0.0,0.0,0.0,0.0,no
1638,30083,0.0,0.0,0.0,0.0,0.0,no
